,precipitation,Latitude,Longitude,Sample Date
0,0.4880241751670837,-28.760833,17.730278,2011-01-02
1,97.3427562713623,-26.861111,28.884722,2011-01-03
2,96.91149377822876,-26.45,28.085833,2011-01-03
3,102.3076343536377,-27.671111,27.236944,2011-01-03
4,96.5138816833496,-27.356667,27.286389,2011-01-03
5,53.90557289123535,-27.01011111,26.69808333,2011-01-04
6,55.26789140701294,-25.127778,27.628889,2011-01-04
7,58.89425420761109,-25.20639,27.558,2011-01-04
8,40.797502517700195,-24.69514,27.40906,2011-01-04
9,56.82819747924805,-26.98472222,26.63227778,2011-01-04
10,68.02875995635986,-28.141944,26.417778,2011-01-04
11,66.23879432678223,-27.398611,26.614722,2011-01-04
12,4.361346244812012,-33.501667,21.624167,2011-01-04
13,3.381553888320923,-32.502778,19.535833,2011-01-04
14,35.12746238708496,-25.45963889,28.26430556,2011-01-04
15,87.06454133987427,-27.495556,26.074722,2011-01-04
16,67.16336107254028,-26.648056,27.089444,2011-01-05
17,55.08320617675781,-26.970278,27.211111,2011-01-05
18,65.3519606590271,-27.38972222,26.46388889,2011-01-05
19,41.07474374771118,-27.044444,27.005,2011-01-05
20,64.26408195495605,-30.830556,26.921389,2011-01-06
21,65.01026344299316,-27.00222,28.76528,2011-01-06
22,74.04201316833496,-27.02314,28.59389,2011-01-06
23,72.91813373565674,-30.679722,26.7125,2011-01-06
24,73.37684631347656,-30.160091,27.40124,2011-01-06
25,0.0,-32.595833,19.009444,2011-01-06
26,44.4055290222168,-25.99136,27.84208,2011-01-10
27,50.87661457061768,-26.73806,27.59194,2011-01-10
28,52.58317947387695,-26.45,28.085833,2011-01-10
29,5.620640277862549,-30.86013889,29.07125,2011-01-10
30,18.5762996673584,-27.356667,27.286389,2011-01-10
31,28.30303192138672,-27.01011111,26.69808333,2011-01-11
32,35.49441909790039,-25.73411,27.21422,2011-01-11
33,27.148472785949707,-26.98472222,26.63227778,2011-01-11
34,7.782821655273437,-27.398611,26.614722,2011-01-11
35,21.38955783843994,-27.671111,27.236944,2011-01-11
36,15.506521224975586,-29.160278,26.573333,2011-01-11
37,0.0,-34.250556,20.9925,2011-01-11
38,22.5260272026062,-25.45963889,28.26430556,2011-01-11
39,37.66288661956787,-25.81048333,27.90955222,2011-01-12
40,22.800397872924805,-27.273889,28.49,2011-01-12
41,21.97866916656494,-27.4275,28.525833,2011-01-12
42,18.60286521911621,-28.883333,27.89,2011-01-12
43,11.814087867736816,-27.00222,28.76528,2011-01-13
44,12.267659187316896,-27.02314,28.59389,2011-01-13
45,22.823715209960938,-30.534167,24.961944,2011-01-13
46,1.9110965728759768,-28.460833,21.248889,2011-01-13
47,41.33809518814087,-29.658056,25.973333,2011-01-14
48,0.0,-28.760833,17.730278,2011-01-16
49,122.13187980651855,-25.513889,31.224444,2011-01-17
50,52.09796905517578,-26.861111,28.884722,2011-01-17
51,81.13003826141357,-31.554722,29.245556,2011-01-17
52,91.90562391281128,-28.058889,30.373611,2011-01-17
53,67.04228782653809,-25.127778,27.628889,2011-01-18
54,72.0942497253418,-25.20639,27.558,2011-01-18
55,43.37488269805908,-24.69514,27.40906,2011-01-18
56,65.12897872924805,-25.681111,31.783333,2011-01-18
57,57.215524673461914,-27.802778,28.768333,2011-01-18
58,73.56203842163086,-27.398611,26.614722,2011-01-18
59,92.41101932525636,-31.104278,29.399722,2011-01-18
60,80.81958484649658,-31.396,29.2651,2011-01-18
61,2.2279398441314697,-33.38056,19.30167,2011-01-18
62,1.409547209739685,-33.31388889,19.07472222,2011-01-18
63,77.15047407150269,-27.495556,26.074722,2011-01-18
64,68.65681552886963,-24.39619444,27.08983333,2011-01-19
65,92.613667011261,-26.970278,27.211111,2011-01-19
66,68.77674341201782,-26.880278,26.965,2011-01-19
67,77.38897657394409,-27.273889,28.49,2011-01-19
68,85.82719135284424,-27.3,28.586944,2011-01-19
69,75.83983898162842,-27.044444,27.005,2011-01-19
70,84.60736846923828,-30.568333,29.422778,2011-01-19
71,83.86473512649536,-30.570833,29.150556,2011-01-19
72,20.030437469482425,-34.031944,22.053333,2011-01-19
73,0.0,-33.13083,18.86278,2011-01-19
74,2.43562650680542,-33.7075,18.97444444,2011-01-19
75,45.81143140792847,-25.57877778,29.12747222,2011-01-19
76,69.39061832427979,-26.006389,29.253889,2011-01-20
77,68.00546979904175,-27.02314,28.59389,2011-01-20
78,56.0084228515625,-30.679722,26.7125,2011-01-20
79,12.186237335205078,-28.460833,21.248889,2011-01-20
80,89.05354070663452,-30.77586667,29.03221667,2011-01-20
81,44.163580894470215,-24.925278,29.324444,2011-01-21
82,12.186237335205078,-28.460833,21.248889,2011-01-21
83,39.7398099899292,-24.679167,30.8025,2011-01-24
84,41.87855911254883,-25.99136,27.84208,2011-01-24
85,70.81339263916016,-25.49037,30.6986,2011-01-24
86,73.49962711334229,-26.970278,27.211111,2011-01-24
87,71.27199459075928,-27.671111,27.236944,2011-01-24
88,90.91083812713624,-27.356667,27.286389,2011-01-24
89,78.42939949035645,-27.01011111,26.69808333,2011-01-25
90,72.52770495414734,-26.98472222,26.63227778,2011-01-25
91,76.70848369598389,-27.398611,26.614722,2011-01-25
92,1.474667191505432,-33.818056,19.694722,2011-01-25
93,59.47153067588806,-25.45963889,28.26430556,2011-01-25
94,1.8231950998306272,-33.897778,20.012778,2011-01-25
95,56.2459774017334,-25.81048333,27.90955222,2011-01-26
96,20.95438528060913,-34.065833,20.404167,2011-01-26
97,19.814605712890625,-24.058889,31.237222,2011-01-26
98,49.88169813156128,-26.648056,27.089444,2011-01-26
99,68.20918035507202,-26.880278,26.965,2011-01-26
100,85.32479810714722,-27.273889,28.49,2011-01-26
101,69.65537738800049,-27.044444,27.005,2011-01-26
102,0.0,-34.092222,21.295278,2011-01-26
103,85.35192537307739,-27.02314,28.59389,2011-01-27
104,82.33576917648315,-26.73806,27.59194,2011-01-27
105,0.0,-28.760833,17.730278,2011-01-30
106,38.822492599487305,-26.861111,28.884722,2011-01-31
107,27.701682806015015,-26.73806,27.59194,2011-01-31
108,23.30306339263916,-25.127778,27.628889,2011-02-01
109,42.85682678222656,-24.69514,27.40906,2011-02-01
110,68.98176193237305,-27.363611,31.783333,2011-02-01
111,55.56948661804199,-27.802778,28.768333,2011-02-01
112,3.3719043731689453,-29.160278,26.573333,2011-02-01
113,,-34.329722,18.990278,2011-02-01
114,0.0,-25.20639,27.558,2011-02-02
115,0.0,-23.281,30.54305556,2011-02-03
116,0.0,-28.801278,31.955389,2011-02-03
117,40.60629940032959,-27.00222,28.76528,2011-02-03
118,29.61411476135254,-27.02314,28.59389,2011-02-03
119,35.82529258728027,-27.3,28.586944,2011-02-03
120,60.21357727050781,-30.679722,26.7125,2011-02-03
121,39.535040855407715,-28.460833,21.248889,2011-02-03
122,39.535040855407715,-28.460833,21.248889,2011-02-04
123,18.423253059387207,-29.140556,31.391944,2011-02-07
124,105.7021632194519,-25.99136,27.84208,2011-02-07
125,0.0,-24.058889,31.237222,2011-02-07
126,63.55319786071777,-26.73806,27.59194,2011-02-07
127,93.85720157623292,-30.86013889,29.07125,2011-02-07
128,38.21487522125244,-27.356667,27.286389,2011-02-07
129,40.68894290924072,-28.058889,30.373611,2011-02-07
130,32.60040092468262,-27.01011111,26.69808333,2011-02-08
131,40.198686599731445,-27.169444,29.233889,2011-02-08
132,34.33443832397461,-26.98472222,26.63227778,2011-02-08
133,37.166707038879395,-27.398611,26.614722,2011-02-08
134,55.10577964782715,-27.573056,24.746389,2011-02-08
135,31.78010845184326,-33.501667,21.624167,2011-02-08
136,14.225032806396484,-32.502778,19.535833,2011-02-08
137,72.99890995025635,-25.45963889,28.26430556,2011-02-08
138,25.51118040084839,-26.970278,27.211111,2011-02-09
139,23.796254634857178,-27.273889,28.49,2011-02-09
140,41.487091064453125,-28.69485,28.23487,2011-02-09
141,26.716737747192383,-28.883333,27.89,2011-02-09
142,24.5228271484375,-27.02314,28.59389,2011-02-10
143,90.33379745483398,-30.679722,26.7125,2011-02-10
144,77.85050201416016,-30.534167,24.961944,2011-02-10
145,22.349714279174805,-34.031944,22.053333,2011-02-10
146,22.03132724761963,-34.039722,22.133333,2011-02-10
147,6.903152704238892,-32.595833,19.009444,2011-02-10
148,0.0,-28.801278,31.955389,2011-02-11
149,77.77077913284302,-29.658056,25.973333,2011-02-11
150,34.068111419677734,-28.068333,31.55,2011-02-11
151,0.0,-28.760833,17.730278,2011-02-13
152,133.7719612121582,-29.7775,29.470833,2011-02-14
153,74.19345092773438,-29.987778,29.851667,2011-02-14
154,100.77400159835815,-29.744167,29.905833,2011-02-14
155,30.975496768951416,-26.861111,28.884722,2011-02-14
156,21.51529598236084,-26.45,28.085833,2011-02-14
157,62.42642974853515,-31.396,29.2651,2011-02-14
158,43.99659156799317,-25.20639,27.558,2011-02-15
159,0.0,-24.69514,27.40906,2011-02-15
160,20.45297622680664,-26.006389,29.253889,2011-02-15
161,51.68120098114014,-27.802778,28.768333,2011-02-15
162,58.98140525817871,-27.398611,26.614722,2011-02-15
163,44.93116044998169,-27.671111,27.236944,2011-02-15
164,75.32782936096191,-29.160278,26.573333,2011-02-15
165,68.41452693939209,-30.568333,29.422778,2011-02-15
166,86.2274694442749,-30.570833,29.150556,2011-02-15
167,0.0,-33.38056,19.30167,2011-02-15
168,0.0,-33.31388889,19.07472222,2011-02-15
169,47.65052437782288,-27.495556,26.074722,2011-02-15
170,4.2704758644104,-25.436111,31.982222,2011-02-16
171,17.750446319580078,-24.39619444,27.08983333,2011-02-16
172,11.272268295288086,-25.67386,31.57527,2011-02-16
173,36.90891742706299,-30.733889,29.828333,2011-02-16
174,22.64964771270752,-30.398056,30.601944,2011-02-16
175,14.743253231048584,-27.273889,28.49,2011-02-16
176,15.061271667480469,-27.3,28.586944,2011-02-16
177,63.69926118850708,-27.044444,27.005,2011-02-16
178,83.32561683654785,-30.86013889,29.07125,2011-02-16
179,88.34560489654541,-30.77586667,29.03221667,2011-02-16
180,0.0,-33.13083,18.86278,2011-02-16
181,6.046041011810303,-24.925278,29.324444,2011-02-17
182,17.18129539489746,-27.00222,28.76528,2011-02-17
183,24.5228271484375,-27.02314,28.59389,2011-02-17
184,23.956634521484375,-22.43772222,31.07805556,2011-02-18
185,15.27671194076538,-29.803611,30.516111,2011-02-18
186,12.30953884124756,-25.99136,27.84208,2011-02-21
187,0.0,-26.861111,28.884722,2011-02-21
